AIR
ANVIL
FURNACE ACTIVE
FURNACE INACTIVE
GLASS
GLASS BLACK
GLASS BLUE
GLASS BROWN
GLASS CYAN
GLASS GRAY
GLASS GREEN
GLASS LIGHT_BLUE
GLASS LIGHT_GRAY
GLASS LIME
GLASS MAGENTA
GLASS ORANGE
GLASS PINK
GLASS PURPLE
GLASS RED
GLASS WHITE
GLASS YELLOW
GLASS_PANE BLACK
GLASS_PANE BLUE
GLASS_PANE BROWN
GLASS_PANE CYAN
GLASS_PANE GRAY
GLASS_PANE GREEN
GLASS_PANE LIGHT_BLUE
GLASS_PANE LIGHT_GRAY
GLASS_PANE LIME
GLASS_PANE MAGENTA
GLASS_PANE ORANGE
GLASS_PANE PINK
GLASS_PANE PURPLE
GLASS_PANE RED
GLASS_PANE WHITE
GLASS_PANE YELLOW
GLOWSTONE
GRASS
GRAVEL
ICE
JACK_O_LANTERN
JUKEBOX
LADDER
LAVA FLOWING
LAVA SOURCE
LEAVES ACACIA
LEAVES BIRCH
LEAVES JUNGLE
LEAVES OAK
LEAVES SPRUCE
LEVER
LILY_PAD
LOG ACACIA
LOG BIRCH
LOG JUNGLE
LOG OAK
LOG SPRUCE
MONSTER_EGG BRICKS CHISELED_STONE
MONSTER_EGG BRICKS CRACKED_STONE
MONSTER_EGG BRICKS MOSSY_STONE
MONSTER_EGG BRICKS STONE
MONSTER_SPAWNER
MOSS_COBBLESTONE
MUSHROOM BROWN
MUSHROOM RED
MYCELIUM
NETHERRACK
NETHER_PORTAL
NOTE_BLOCK
OBSIDIAN
ORE COAL
ORE DIAMOND
ORE GOLD
ORE IRON
ORE LAPIS_LAZULI
ORE REDSTONE ACTIVE
ORE REDSTONE INACTIVE
PACKED_ICE
PILLAR_QUARTZ
PISTON STANDARD
PISTON STICKY
PISTON_EXTENSION
PLANKS ACACIA
PLANKS BIRCH
PLANKS DARK_OAK
PLANKS JUNGLE
PLANKS OAK
PLANKS SPRUCE
PODZOL
PRESSURE_PLATE STONE
PRESSURE_PLATE WEIGHTED HEAVY
PRESSURE_PLATE WEIGHTED LIGHT
PRESSURE_PLATE WOOD
PRISMARINE
PUMPKIN
PUMPKIN_STEM
RAIL ACTIVATOR
RAIL DETECTOR
RAIL POWERED
RAIL STANDARD
REDSTONE_COMPARATOR ACTIVE
REDSTONE_COMPARATOR INACTIVE
REDSTONE_DUST
REDSTONE_LAMP ACTIVE
REDSTONE_LAMP INACTIVE
REDSTONE_REPEATER ACTIVE
REDSTONE_REPEATER INACTIVE
REDSTONE_TORCH ACTIVE
REDSTONE_TORCH INACTIVE
REFINED DIAMOND
REFINED GOLD
REFINED IRON
REFINED LAPIS_LAZULI
SAND RED
SAND WHITE
SANDSTONE CHISELED
SANDSTONE RAW
SANDSTONE RED CHISELED
SANDSTONE SMOOTH
SAPLING ACACIA
SAPLING BIRCH
SAPLING DARK_OAK
SAPLING JUNGLE
SAPLING OAK
SAPLING SPRUCE
SHRUB DEAD
SHRUB DEAD
SHRUB FERN
SHRUB GRASS
SIGN STANDING
SIGN WALL_MOUNTED
SLAB BRICKS CLAY
SLAB BRICKS NETHERRACK
SLAB BRICKS STONE
SLAB COBBLESTONE
SLAB QUARTZ
SLAB SANDSTONE WHITE
SLAB STONE
SLAB WOOD OAK
SLIME
SNOW
SNOW_COVER
SOUL_SAND
SPONGE DRY
SPONGE WET
STAIRS BRICKS CLAY
STAIRS BRICKS NETHERRACK
STAIRS BRICKS STONE
STAIRS COBBLESTONE
STAIRS QUARTZ
STAIRS SANDSTONE RED
STAIRS SANDSTONE WHITE
STAIRS WOOD ACACIA
STAIRS WOOD BIRCH
STAIRS WOOD DARK_OAK
STAIRS WOOD JUNGLE
STAIRS WOOD OAK
STAIRS WOOD SPRUCE
STONE
SUGARCANE
TNT
TORCH
TRAPDOOR IRON
TRAPDOOR WOOD
TRIPWIRE
TRIPWIRE_HOOK
VINES
WATER FLOWING
WATER SOURCE
WHEAT
WOOL BLACK
WOOL BLUE
WOOL BROWN
WOOL CYAN
WOOL GRAY
WOOL GREEN
WOOL LIGHT_BLUE
WOOL LIGHT_GRAY
WOOL LIME
WOOL MAGENTA
WOOL ORANGE
WOOL PINK
WOOL PURPLE
WOOL RED
WOOL WHITE
WOOL YELLOW
