 # deme_count	iteration	total_steps	total_evals	microseconds	new_instances	num_instances	has_improved	best_weighted_score	delta_weighted	best_raw	delta_raw	complexity
 1	55	55	7075	1246178	120	7075	1	-254.819	1.33333	-315.625	2	42
 1	56	56	7195	1172465	120	7195	1	-254.41	0.409714	-314.812	0.8125	43
 1	57	57	7315	1163212	120	7315	0	-254.41	0	-314.812	0	43
 1	58	58	7559	2814242	244	7559	1	-253.049	1.36111	-313.062	1.75	43
 1	59	59	7679	1277628	120	7679	1	-252.66	0.388885	-312.562	0.5	43
 1	60	60	7799	1241877	120	7799	1	-251.943	0.717026	-311.641	0.921875	43
 1	61	61	7919	1234421	120	7919	1	-251.748	0.194443	-311.391	0.25	43
 1	62	62	8039	1223165	120	8039	0	-251.748	0	-311.391	0	43
 1	63	63	8287	2904586	248	8287	1	-250.707	1.04166	-309.766	1.625	44
 1	64	64	8407	1305686	120	8407	1	-250.561	0.145844	-309.578	0.1875	44
 1	65	65	8527	1239763	120	8527	0	-250.561	0	-309.578	0	44
 1	66	66	8775	2893882	248	8775	0	-250.561	0	-309.578	0	44
 1	67	67	8895	1342043	120	8895	1	-249.811	0.75	-308.328	1.25	45
 1	68	68	9015	1221308	120	9015	0	-249.811	0	-308.328	0	45
 2	1	69	9016	17607	1	1	1	-249.811	3.40282e+38	-308.328	3.40282e+38	45
 2	2	70	12218	65017534	3202	3203	1	-236.477	13.3333	-290.328	18	48
 2	3	71	12338	2905095	120	3323	1	-231.477	5	-283.328	7	50
 2	4	72	12458	2789410	120	3443	1	-227.255	4.22223	-277.328	6	52
 2	5	73	12578	2629778	120	3563	1	-221.477	5.77777	-269.328	8	54
 2	6	74	12698	2674264	120	3683	1	-217.255	4.22223	-263.328	6	56
 2	7	75	12818	2828378	120	3803	1	-213.2	4.05556	-257.828	5.5	57
 2	8	76	12938	2710649	120	3923	1	-210.311	2.88889	-253.828	4	58
 2	9	77	13058	2665572	120	4043	1	-208.2	2.11111	-250.828	3	59
 2	10	78	13178	2726298	120	4163	1	-206.165	2.03471	-247.641	3.1875	61
 2	11	79	13298	2768353	120	4283	1	-204.13	2.03473	-244.453	3.1875	63
 2	12	80	13418	2853359	120	4403	1	-202.241	1.88889	-241.453	3	65
 2	13	81	13538	2943105	120	4523	1	-200.352	1.88889	-238.453	3	67
 2	14	82	13658	3148795	120	4643	1	-199.019	1.33333	-236.453	2	68
 2	15	83	13778	3184086	120	4763	1	-197.859	1.15973	-234.391	2.0625	70
 2	16	84	13898	3295560	120	4883	1	-197.526	0.333328	-233.391	1	72
 2	17	85	14018	3250513	120	5003	1	-197.241	0.284729	-232.453	0.9375	74
 2	18	86	14138	3347154	120	5123	0	-197.241	0	-232.453	0	74
 2	19	87	17374	99699285	3236	8359	1	-189.908	7.33333	-222.453	10	76
 2	20	88	17494	3538019	120	8479	1	-183.908	6	-214.453	8	77
 2	21	89	17614	3540588	120	8599	1	-179.241	4.66667	-208.453	6	77
 2	22	90	17734	3546407	120	8719	1	-175.575	3.66667	-203.453	5	78
 2	23	91	17854	3814702	120	8839	1	-172.852	2.72221	-199.953	3.5	78
 2	24	92	17974	4303482	120	8959	1	-170.741	2.11111	-196.953	3	79
 2	25	93	18094	4860124	120	9079	1	-168.63	2.11111	-193.953	3	80
 2	26	94	18214	4871945	120	9199	1	-166.741	1.88889	-190.953	3	82
 2	27	95	18334	4949266	120	9319	1	-165.214	1.52777	-188.703	2.25	83
 2	28	96	18454	4998810	120	9439	1	-164.436	0.777786	-187.703	1	83
 2	29	97	18574	5037397	120	9559	1	-164.269	0.166656	-187.203	0.5	84
 2	30	98	18694	5183546	120	9679	0	-164.269	0	-187.203	0	84
 2	31	99	21950	150523532	3256	12935	1	-160.214	4.05556	-181.703	5.5	85
 2	32	100	22070	5253270	120	13055	1	-157.325	2.8889	-177.703	4	86
 2	33	101	22190	5309067	120	13175	1	-154.436	2.88889	-173.703	4	87
 2	34	102	22310	5360496	120	13295	1	-151.714	2.72221	-170.203	3.5	87
 2	35	103	22430	6220681	120	13415	1	-150.214	1.5	-167.703	2.5	89
 2	36	104	22550	7515788	120	13535	1	-148.88	1.33334	-165.703	2	90
 2	37	105	22670	7625343	120	13655	0	-148.88	0	-165.703	0	90
 2	38	106	25937	200295460	3267	16922	1	-145.214	3.66666	-160.703	5	91
 2	39	107	26057	7753298	120	17042	1	-142.88	2.33334	-157.703	3	91
 2	40	108	26177	6565572	120	17162	1	-140.936	1.94444	-155.203	2.5	91
 2	41	109	26297	6389201	120	17282	1	-139.602	1.33333	-153.203	2	92
 2	42	110	26417	6171329	120	17402	1	-139.491	0.111115	-152.203	1	95
 2	43	111	26537	6072727	120	17522	0	-139.491	0	-152.203	0	95
 2	44	112	29810	178659250	3273	20795	1	-137.859	1.63194	-150.391	1.8125	94
 2	45	113	29930	6343402	120	20915	1	-136.332	1.52777	-148.141	2.25	95
 2	46	114	30050	5847234	120	21035	1	-135.464	0.868057	-146.453	1.6875	97
 2	47	115	30170	5915419	120	21155	1	-134.951	0.512344	-145.509	0.944443	98
 2	48	116	30290	6051722	120	21275	1	-134.59	0.361115	-144.759	0.75	99
 2	49	117	30410	6001632	120	21395	1	-134.257	0.333328	-143.759	1	101
 2	50	118	30530	6611496	120	21515	1	-133.923	0.333344	-142.759	1	103
 2	51	119	30650	6744485	120	21635	1	-133.62	0.303207	-142.083	0.675552	104
 2	52	120	30770	6802567	120	21755	1	-133.454	0.166656	-141.583	0.5	105
 2	53	121	30890	6388090	120	21875	1	-133.323	0.130219	-141.13	0.453125	106
 2	54	122	31010	6484284	120	21995	1	-133.217	0.105896	-140.708	0.421875	107
 2	55	123	31130	7018366	120	22115	1	-133.195	0.0220642	-140.108	0.599808	109
 2	56	124	31250	6612096	120	22235	0	-133.195	0	-140.108	0	109
 2	57	125	34546	188623417	3296	25531	1	-131.251	1.94446	-137.608	2.5	109
 2	58	126	34666	6825324	120	25651	1	-130.161	1.08952	-136.208	1.40082	109
 2	59	127	34786	6704403	120	25771	1	-129.217	0.944443	-134.708	1.5	110
 2	60	128	34906	6808097	120	25891	1	-128.661	0.555557	-133.708	1	111
 2	61	129	35026	6911963	120	26011	1	-128.199	0.462234	-132.827	0.880005	112
 2	62	130	35146	6866513	120	26131	1	-127.786	0.412689	-132.297	0.530609	112
 2	63	131	35266	7436250	120	26251	0	-127.786	0	-132.297	0	112
 2	64	132	38571	217318620	3305	29556	1	-126.842	0.944443	-130.797	1.5	113
 2	65	133	38691	7817636	120	29676	1	-126.286	0.555557	-129.797	1	114
 2	66	134	38811	7787964	120	29796	1	-126.011	0.275551	-129.157	0.639999	115
 2	67	135	38931	7786953	120	29916	1	-125.782	0.229286	-128.576	0.580505	116
 2	68	136	39051	7764174	120	30036	1	-125.331	0.450768	-128.283	0.293839	115
 2	69	137	39171	7114855	120	30156	1	-125.109	0.222221	-128.283	0	114
 2	70	138	39291	7125006	120	30276	1	-124.963	0.145836	-128.095	0.1875	114
 2	71	139	39411	7111666	120	30396	1	-124.852	0.111107	-127.095	1.00001	117
 2	72	140	39531	7814591	120	30516	1	-124.518	0.333336	-126.095	1	119
 2	73	141	39651	7939611	120	30636	0	-124.518	0	-126.095	0	119
 2	74	142	42970	231720697	3319	33955	1	-120.852	3.66666	-121.095	5	120
 2	75	143	43090	8288592	120	34075	1	-119.963	0.888893	-119.095	2	123
 2	76	144	43210	8177611	120	34195	1	-119.407	0.55555	-118.095	1	124
 2	77	145	43330	7484641	120	34315	1	-119.074	0.333336	-117.095	1	126
 2	78	146	43450	7508391	120	34435	1	-118.883	0.191109	-117.135	-0.0400009	125
 2	79	147	43570	8308395	120	34555	0	-118.883	0	-117.135	0	125
 2	80	148	46894	240725325	3324	37879	1	-117.661	1.22222	-116.135	1	123
 2	81	149	47014	8227038	120	37999	1	-117.327	0.333336	-115.135	1	125
 2	82	150	47134	9088508	120	38119	1	-117.291	0.0364532	-115.088	0.046875	125
 2	83	151	47254	9271176	120	38239	0	-117.291	0	-115.088	0	125
 2	84	152	50579	237760528	3325	41564	1	-115.957	1.33334	-113.088	2	126
 2	85	153	50699	8395075	120	41684	1	-115.948	0.00911713	-113.076	0.0117188	126
 2	86	154	50819	8247704	120	41804	0	-115.948	0	-113.076	0	126
 2	87	155	54145	244940519	3326	45130	1	-114.948	1	-112.076	1	125
 2	88	156	54265	8845543	120	45250	1	-114.393	0.555557	-111.076	1	126
 2	89	157	54385	8995363	120	45370	1	-114.059	0.333328	-110.076	1	128
 2	90	158	54505	8863509	120	45490	0	-114.059	0	-110.076	0	128
 2	91	159	57837	256336675	3332	48822	1	-113.504	0.555557	-109.076	1	129
 2	92	160	57957	8335131	120	48942	1	-113.212	0.291664	-108.701	0.375	129
 2	93	161	58077	8070854	120	49062	0	-113.212	0	-108.701	0	129
 2	94	162	61412	231185919	3335	52397	1	-112.879	0.333336	-107.701	1	131
 2	95	163	61532	8177944	120	52517	1	-112.296	0.583336	-106.951	0.75	131
 2	96	164	61652	8006547	120	52637	0	-112.296	0	-106.951	0	131
 2	97	165	64990	232731901	3338	55975	1	-111.518	0.777779	-105.951	1	131
 2	98	166	65110	8176829	120	56095	0	-111.518	0	-105.951	0	131
 2	99	167	68449	231429799	3339	59434	0	-111.518	0	-105.951	0	131
 2	100	168	68569	8160673	120	59554	1	-111.299	0.21875	-105.67	0.28125	131
 2	101	169	68689	7932102	120	59674	1	-111.25	0.0486069	-105.608	0.0625	131
 2	102	170	68809	9096731	120	59794	0	-111.25	0	-105.608	0	131
 3	1	171	68810	63616	1	1	1	-111.25	3.40282e+38	-105.608	3.40282e+38	131
 3	2	172	75144	588735820	6334	6335	1	-110.139	1.11111	-103.608	2	133
 3	3	173	75264	10285423	120	6455	1	-109.186	0.953125	-101.811	1.79688	135
 3	4	174	75384	8946789	120	6575	0	-109.186	0	-101.811	0	135
 3	5	175	80000	345735775	4616	11191	1	-108.464	0.722221	-100.311	1.5	137
