#
# nn17
#
# same as nn15 but -r1 for random seed
#
# deme_count	iteration	total_steps	total_evals	microseconds	new_instances	num_instances	has_improved	best_weighted_score	delta_weighted	best_raw	delta_raw	complexity
 1	43	43	5407	971729	120	5407	1	-265.167	1.5278	-331.5	2.25	33
 1	44	44	5527	962101	120	5527	1	-264.611	0.555542	-330.5	1	34
 1	45	45	5647	1010538	120	5647	1	-264.444	0.166656	-330	0.5	35
 1	46	46	5767	1033618	120	5767	0	-264.444	0	-330	0	35
 1	47	47	5998	2231861	231	5998	1	-262.889	1.55557	-328	2	35
 1	48	48	6118	1116616	120	6118	1	-260.389	2.5	-324.5	3.5	36
 1	49	49	6238	1099975	120	6238	1	-259.25	1.13889	-322.75	1.75	37
 1	50	50	6358	1095112	120	6358	1	-258.694	0.555542	-321.75	1	38
 1	51	51	6478	1094810	120	6478	1	-258.333	0.361115	-321	0.75	39
 1	52	52	6598	1090751	120	6598	0	-258.333	0	-321	0	39
 1	53	53	6835	2460669	237	6835	1	-257.049	1.28473	-319.062	1.9375	40
 1	54	54	6955	1272677	120	6955	1	-256.153	0.895844	-317.625	1.4375	41
 1	55	55	7075	1228591	120	7075	1	-254.819	1.33333	-315.625	2	42
 1	56	56	7195	1141107	120	7195	1	-254.41	0.409714	-314.812	0.8125	43
 1	57	57	7315	1145538	120	7315	0	-254.41	0	-314.812	0	43
 1	58	58	7559	2698509	244	7559	1	-253.049	1.36111	-313.062	1.75	43
 1	59	59	7679	1283287	120	7679	1	-252.66	0.388885	-312.562	0.5	43
 1	60	60	7799	1239569	120	7799	1	-251.943	0.717026	-311.641	0.921875	43
 1	61	61	7919	1213409	120	7919	1	-251.748	0.194443	-311.391	0.25	43
 1	62	62	8039	1181690	120	8039	0	-251.748	0	-311.391	0	43
 1	63	63	8287	2828549	248	8287	1	-250.707	1.04166	-309.766	1.625	44
 1	64	64	8407	1277667	120	8407	1	-250.561	0.145844	-309.578	0.1875	44
 1	65	65	8527	1209727	120	8527	0	-250.561	0	-309.578	0	44
 1	66	66	8775	2792664	248	8775	0	-250.561	0	-309.578	0	44
 1	67	67	8895	1331879	120	8895	1	-249.811	0.75	-308.328	1.25	45
 1	68	68	9015	1231701	120	9015	0	-249.811	0	-308.328	0	45
 2	1	69	9016	16814	1	1	1	-249.811	3.40282e+38	-308.328	3.40282e+38	45
 2	2	70	12218	63915156	3202	3203	1	-236.477	13.3333	-290.328	18	48
 2	3	71	12338	2588663	120	3323	1	-223.144	13.3333	-272.328	18	51
 2	4	72	12458	2519314	120	3443	1	-218.144	5	-265.328	7	53
 2	5	73	12578	2546508	120	3563	1	-213.922	4.22223	-259.328	6	55
 2	6	74	12698	2589419	120	3683	1	-209.866	4.05556	-253.828	5.5	56
 2	7	75	12818	2576343	120	3803	1	-206.977	2.88889	-249.828	4	57
 2	8	76	12938	2618980	120	3923	1	-204.943	2.03473	-246.641	3.1875	59
 2	9	77	13058	2741160	120	4043	1	-203.561	1.38194	-244.578	2.0625	60
 2	10	78	13178	2788860	120	4163	0	-203.561	0	-244.578	0	60
 2	11	79	16396	79256017	3218	7381	1	-195.227	8.33333	-233.578	11	61
 2	12	80	16516	2874792	120	7501	1	-191.005	4.22223	-227.578	6	63
 2	13	81	16636	2827020	120	7621	1	-187.116	3.88889	-222.578	5	63
 2	14	82	16756	2884269	120	7741	1	-185.082	2.03471	-219.391	3.1875	65
 2	15	83	16876	2917503	120	7861	1	-183.193	1.8889	-216.391	3	67
 2	16	84	16996	3025629	120	7981	1	-181.304	1.88889	-213.391	3	69
 2	17	85	17116	2966915	120	8101	0	-181.304	0	-213.391	0	69
 2	18	86	20346	87911770	3230	11331	1	-175.526	5.77777	-205.391	8	71
 2	19	87	20466	3303657	120	11451	1	-172.97	2.55556	-202.391	3	70
 2	20	88	20586	3679581	120	11571	1	-170.637	2.33334	-199.391	3	70
 2	21	89	20706	4260329	120	11691	1	-168.748	1.88889	-196.391	3	72
 2	22	90	20826	4294128	120	11811	1	-167.026	1.72221	-193.891	2.5	73
 2	23	91	20946	4396861	120	11931	1	-166.137	0.888901	-191.891	2	76
 2	24	92	21066	4577988	120	12051	1	-165.97	0.166656	-191.391	0.5	77
 2	25	93	21186	4682601	120	12171	0	-165.97	0	-191.391	0	77
 2	26	94	24429	131465928	3243	15414	1	-160.415	5.55556	-183.391	8	80
 2	27	95	24549	4125647	120	15534	1	-157.915	2.5	-179.891	3.5	81
 2	28	96	24669	3488085	120	15654	1	-154.248	3.66667	-174.891	5	82
 2	29	97	24789	3363344	120	15774	1	-151.165	3.08333	-170.641	4.25	83
 2	30	98	24909	3345658	120	15894	1	-149.609	1.55556	-168.641	2	83
 2	31	99	25029	3364761	120	16014	1	-146.72	2.88889	-164.641	4	84
 2	32	100	25149	3412006	120	16134	1	-145.387	1.33334	-162.641	2	85
 2	33	101	25269	3583613	120	16254	1	-144.054	1.33333	-160.641	2	86
 2	34	102	25389	3509139	120	16374	1	-142.943	1.11111	-158.641	2	88
 2	35	103	25509	3601041	120	16494	1	-142.075	0.868057	-156.953	1.6875	90
 2	36	104	25629	3565154	120	16614	0	-142.075	0	-156.953	0	90
 2	37	105	28891	109836202	3262	19876	1	-139.908	2.16666	-154.453	2.5	89
 2	38	106	29011	4245241	120	19996	1	-137.797	2.11111	-151.453	3	90
 2	39	107	29131	3832385	120	20116	1	-136.231	1.56635	-149.439	2.01389	90
 2	40	108	29251	3797244	120	20236	1	-134.897	1.33334	-147.439	2	91
 2	41	109	29371	3734862	120	20356	1	-134.342	0.555557	-146.439	1	92
 2	42	110	29491	3723494	120	20476	1	-133.786	0.555557	-145.439	1	93
 2	43	111	29611	3724870	120	20596	1	-133.453	0.333328	-144.439	1	95
 2	44	112	29731	4012641	120	20716	0	-133.453	0	-144.439	0	95
 2	45	113	33007	118148345	3276	23992	1	-130.564	2.88889	-140.439	4	96
 2	46	114	33127	4079428	120	24112	1	-128.675	1.88889	-137.439	3	98
 2	47	115	33247	4911364	120	24232	1	-127.156	1.51853	-135.773	1.66667	97
 2	48	116	33367	5556072	120	24352	1	-126.601	0.555557	-134.773	1	98
 2	49	117	33487	6488793	120	24472	1	-126.045	0.555557	-133.773	1	99
 2	50	118	33607	5727751	120	24592	1	-125.49	0.55555	-132.773	1	100
 2	51	119	33727	5763669	120	24712	1	-124.977	0.512344	-131.828	0.944443	101
 2	52	120	33847	6151810	120	24832	1	-124.616	0.361115	-131.078	0.75	102
 2	53	121	33967	6102214	120	24952	1	-124.313	0.303207	-130.403	0.675552	103
 2	54	122	34087	6013703	120	25072	1	-124.147	0.166534	-129.903	0.499832	104
 2	55	123	34207	6060508	120	25192	0	-124.147	0	-129.903	0	104
 2	56	124	37501	175734385	3294	28486	1	-123.369	0.777771	-128.903	1	104
 2	57	125	37621	6294450	120	28606	1	-122.813	0.555573	-127.903	1.00001	105
 2	58	126	37741	7197595	120	28726	1	-122.489	0.324654	-127.2	0.703125	106
 2	59	127	37861	6470567	120	28846	1	-122.138	0.350311	-126.749	0.450417	106
 2	60	128	37981	7649362	120	28966	1	-121.674	0.46386	-125.581	1.1678	108
 2	61	129	38101	6534901	120	29086	1	-121.212	0.462219	-124.701	0.880005	109
 2	62	130	38221	7887540	120	29206	1	-120.689	0.52314	-123.743	0.958328	110
 2	63	131	38341	7702639	120	29326	1	-120.044	0.644844	-122.914	0.829086	110
 2	64	132	38461	7639739	120	29446	1	-119.813	0.231491	-122.331	0.583328	111
 2	65	133	38581	7622545	120	29566	1	-119.646	0.166664	-121.831	0.5	112
 2	66	134	38701	7690725	120	29686	1	-119.479	0.166664	-121.331	0.5	113
 2	67	135	38821	7531402	120	29806	1	-119.315	0.164474	-121.119	0.211456	113
 2	68	136	38941	7725199	120	29926	1	-119.197	0.11805	-120.682	0.4375	114
 2	69	137	39061	8202771	120	30046	1	-119.086	0.111115	-119.682	1	117
 2	70	138	39181	8111523	120	30166	1	-118.98	0.105362	-119.546	0.135483	117
 2	71	139	39301	8273472	120	30286	1	-118.943	0.037056	-119.213	0.333336	118
 2	72	140	39421	7156846	120	30406	0	-118.943	0	-119.213	0	118
 2	73	141	40000	40400419	579	30985	1	-117.561	1.3827	-117.435	1.77778	118
