#
# taken from nn1, this is replay every 10, and using the 2-simplex oly
#
# deme_count   iteration   total_evals new_instances  num_instances  has_improved   best_weighted_score  delta_weighted best_raw delta_raw complexity
 15	1	12913	1	1	1	-215.194	3.40282e+38	-267.25	3.40282e+38	33
 15	2	14407	1494	1495	1	-208.861	6.33333	-258.25	9	36
 15	3	14447	40	1535	1	-202.667	6.19444	-250	8.25	37
 15	4	14487	40	1575	0	-202.667	0	-250	0	37
 15	5	14527	40	1615	0	-202.667	0	-250	0	37
 16	1	14528	1	1	1	-202.667	3.40282e+38	-250	3.40282e+38	37
 16	2	16104	1576	1577	1	-197.639	5.02779	-243.25	6.75	38
 16	3	16144	40	1617	1	-190.361	7.27777	-232.75	10.5	42
 16	4	16184	40	1657	0	-190.361	0	-232.75	0	42
 16	5	16224	40	1697	0	-190.361	0	-232.75	0	42
 17	1	16225	1	1	1	-190.361	3.40282e+38	-232.75	3.40282e+38	42
 17	2	18193	1968	1969	1	-185.333	5.02779	-226	6.75	43
 17	3	18233	40	2009	1	-176.694	8.63889	-213.75	12.25	47
 17	4	18273	40	2049	0	-176.694	0	-213.75	0	47
 17	5	18313	40	2089	0	-176.694	0	-213.75	0	47
 18	1	18314	1	1	1	-176.694	3.40282e+38	-213.75	3.40282e+38	47
 18	2	20594	2280	2281	1	-170.472	6.22221	-205.75	8	47
 18	3	20634	40	2321	1	-164.25	6.22223	-197.75	8	47
 18	4	20674	40	2361	0	-164.25	0	-197.75	0	47
 18	5	20714	40	2401	0	-164.25	0	-197.75	0	47
 19	1	20715	1	1	1	-164.25	3.40282e+38	-197.75	3.40282e+38	47
 19	2	22995	2280	2281	1	-160.583	3.66667	-192.75	5	48
 19	3	23035	40	2321	1	-156.25	4.33333	-185.75	7	53
 19	4	23075	40	2361	0	-156.25	0	-185.75	0	53
 19	5	23115	40	2401	0	-156.25	0	-185.75	0	53
 20	1	23116	1	1	1	-156.25	3.40282e+38	-185.75	3.40282e+38	53
 20	2	25170	2054	2055	1	-152.583	3.66667	-180.75	5	54
 20	3	25210	40	2095	1	-147.417	5.16666	-173.25	7.5	57
 20	4	25250	40	2135	0	-147.417	0	-173.25	0	57
 20	5	25290	40	2175	0	-147.417	0	-173.25	0	57
 21	1	25291	1	1	1	-147.417	3.40282e+38	-173.25	3.40282e+38	57
 21	2	27581	2290	2291	1	-144.306	3.11111	-169.25	4	57
 21	3	27621	40	2331	1	-139.194	5.11111	-161.25	8	62
 21	4	27661	40	2371	0	-139.194	0	-161.25	0	62
 21	5	27701	40	2411	0	-139.194	0	-161.25	0	62
 22	1	27702	1	1	1	-139.194	3.40282e+38	-161.25	3.40282e+38	62
 22	2	29998	2296	2297	1	-135.417	3.77777	-157.25	4	59
 22	3	30038	40	2337	0	-135.417	0	-157.25	0	59
 22	4	30078	40	2377	0	-135.417	0	-157.25	0	59
 23	1	30079	1	1	1	-150.806	3.40282e+38	-174.75	3.40282e+38	67
 23	2	32533	2454	2455	1	-136.139	14.6667	-156.75	18	64
 23	3	32573	40	2495	0	-136.139	0	-156.75	0	64
 23	4	32613	40	2535	0	-136.139	0	-156.75	0	64
 24	1	32614	1	1	1	-135.417	3.40282e+38	-157.25	3.40282e+38	59
 24	2	34674	2060	2061	1	-133.306	2.11111	-154.25	3	60
 24	3	34714	40	2101	1	-128.75	4.55556	-147.25	7	64
 24	4	34754	40	2141	0	-128.75	0	-147.25	0	64
 24	5	34794	40	2181	0	-128.75	0	-147.25	0	64
 25	1	34795	1	1	1	-128.75	3.40282e+38	-147.25	3.40282e+38	64
 25	2	37089	2294	2295	1	-126.417	2.33334	-144.25	3	64
 25	3	37129	40	2335	1	-124.306	2.11111	-141.25	3	65
 25	4	37169	40	2375	0	-124.306	0	-141.25	0	65
 25	5	37209	40	2415	0	-124.306	0	-141.25	0	65
 26	1	37210	1	1	1	-124.306	3.40282e+38	-141.25	3.40282e+38	65
 26	2	39582	2372	2373	1	-122.806	1.5	-138.75	2.5	67
 26	3	39622	40	2413	1	-121.694	1.11111	-136.75	2	69
 26	4	39662	40	2453	0	-121.694	0	-136.75	0	69
 26	5	39702	40	2493	0	-121.694	0	-136.75	0	69
 27	1	39703	1	1	1	-121.694	3.40282e+38	-136.75	3.40282e+38	69
 27	2	42309	2606	2607	1	-120.361	1.33333	-134.75	2	70
 27	3	42349	40	2647	1	-119.25	1.11111	-132.75	2	72
 27	4	42389	40	2687	0	-119.25	0	-132.75	0	72
 27	5	42429	40	2727	0	-119.25	0	-132.75	0	72
 28	1	42430	1	1	1	-119.333	3.40282e+38	-132	3.40282e+38	75
 28	2	45276	2846	2847	1	-118.389	0.94445	-130.5	1.5	76
 28	3	45316	40	2887	1	-117.611	0.777771	-129.5	1	76
 28	4	45356	40	2927	0	-117.611	0	-129.5	0	76
 28	5	45396	40	2967	0	-117.611	0	-129.5	0	76
 29	1	45397	1	1	1	-117.611	3.40282e+38	-129.5	3.40282e+38	76
 29	2	48321	2924	2925	1	-116.667	0.94445	-128	1.5	77
 29	3	48361	40	2965	1	-116.111	0.55555	-127	1	78
 29	4	48401	40	3005	0	-116.111	0	-127	0	78
 29	5	48441	40	3045	0	-116.111	0	-127	0	78
 30	1	48442	1	1	1	-116.111	3.40282e+38	-127	3.40282e+38	78
 30	2	51600	3158	3159	1	-115	1.11111	-125	2	80
 30	3	51640	40	3199	0	-114.611	0.388885	-124.5	0.5	80
 30	4	51680	40	3239	0	-114.611	0	-124.5	0	80
 31	1	51681	1	1	1	-114.611	3.40282e+38	-124.5	3.40282e+38	80
 31	2	54917	3236	3237	1	-114.056	0.555557	-123.5	1	81
 31	3	54957	40	3277	1	-113.556	0.5	-122	1.5	84
 31	4	54997	40	3317	0	-113.556	0	-122	0	84
 31	5	55037	40	3357	0	-113.556	0	-122	0	84
 32	1	55038	1	1	1	-113.556	3.40282e+38	-122	3.40282e+38	84
 32	2	58664	3626	3627	1	-112.778	0.777779	-121	1	84
 32	3	58704	40	3667	0	-112.417	0.361115	-120.25	0.75	85
 32	4	58744	40	3707	0	-112.417	0	-120.25	0	85
 33	1	58745	1	1	1	-112.417	3.40282e+38	-120.25	3.40282e+38	85
 33	2	62217	3472	3473	0	-112.083	0.333328	-119.25	1	87
 34	1	62218	1	1	1	-112.083	3.40282e+38	-119.25	3.40282e+38	87
 34	2	65846	3628	3629	0	-111.75	0.333336	-118.25	1	89
 35	1	65847	1	1	1	-111.75	3.40282e+38	-118.25	3.40282e+38	89
 35	2	69553	3706	3707	0	-111.528	0.222221	-118.25	0	88
 36	1	69554	1	1	1	-111.562	3.40282e+38	-117.722	3.40282e+38	90
 36	2	73338	3784	3785	0	-111.34	0.222221	-117.722	0	89
 37	1	73339	1	1	1	-111.528	3.40282e+38	-118.25	3.40282e+38	88
 37	2	76891	3552	3553	1	-110.194	1.33334	-116.25	2	89
 37	3	76931	40	3593	0	-110.194	0	-116.25	0	89
 37	4	76971	40	3633	0	-110.194	0	-116.25	0	89
 38	1	76972	1	1	1	-112.194	3.40282e+38	-118.25	3.40282e+38	91
 38	2	80000	3028	3029	1	-110.417	1.77778	-116.25	2	90
