#
# deme-tri-rescan
#
# does 1+2+3-simplex search plus rescans when no progress,
# taken from the bank-nn14 logfile.
#
# deme_count	iteration	total_steps	total_evals	microseconds	new_instances	num_instances	has_improved	best_weighted_score	delta_weighted	best_raw	delta_raw	complexity
 7	3	107	49053	5967318	120	2817	1	-116.097	0.666664	-124.125	0	88
 7	4	108	49173	8085167	120	2937	0	-116.097	0	-124.125	0	88
 7	5	109	51873	163156369	2700	5637	0	-116.097	0	-124.125	0	88
 7	6	110	51993	7663668	120	5757	0	-116.097	0	-124.125	0	88
 # deme_count	iteration	total_steps	total_evals	microseconds	new_instances	num_instances	has_improved	best_weighted_score	delta_weighted	best_raw	delta_raw	complexity
 8	1	111	51994	42015	1	1	1	-116.097	3.40282e+38	-124.125	3.40282e+38	88
 8	2	112	55070	131023335	3076	3077	0	-116.097	0	-124.125	0	88
 8	3	113	55190	6828608	120	3197	0	-116.097	0	-124.125	0	88
 # deme_count	iteration	total_steps	total_evals	microseconds	new_instances	num_instances	has_improved	best_weighted_score	delta_weighted	best_raw	delta_raw	complexity
 9	1	114	55191	35361	1	1	1	-117.431	3.40282e+38	-124.125	3.40282e+38	94
 9	2	115	57497	87583776	2306	2307	1	-116.681	0.75	-122.875	1.25	95
 9	3	116	57617	4373412	120	2427	1	-115.903	0.777779	-121.875	1	95
 9	4	117	57737	4907134	120	2547	0	-115.903	0	-121.875	0	95
 9	5	118	60051	94957813	2314	4861	1	-114.569	1.33334	-119.875	2	96
 9	6	119	60171	4945288	120	4981	0	-114.569	0	-119.875	0	96
 9	7	120	62487	96865687	2316	7297	0	-114.569	0	-119.875	0	96
 9	8	121	62607	4997474	120	7417	0	-114.569	0	-119.875	0	96
 # deme_count	iteration	total_steps	total_evals	microseconds	new_instances	num_instances	has_improved	best_weighted_score	delta_weighted	best_raw	delta_raw	complexity
 10	1	122	62608	41065	1	1	1	-114.569	3.40282e+38	-119.875	3.40282e+38	96
 10	2	123	64684	90201025	2076	2077	1	-113.236	1.33333	-117.875	2	97
 10	3	124	64804	5441760	120	2197	0	-112.875	0.361115	-117.125	0.75	98
 10	4	125	66882	88071412	2078	4275	0	-112.875	0	-117.125	0	98
 10	5	126	67002	5483189	120	4395	0	-112.764	0.111115	-116.125	1	101
 # deme_count	iteration	total_steps	total_evals	microseconds	new_instances	num_instances	has_improved	best_weighted_score	delta_weighted	best_raw	delta_raw	complexity
 11	1	127	67003	36441	1	1	1	-112.764	3.40282e+38	-116.125	3.40282e+38	101
 11	2	128	69391	94382312	2388	2389	0	-112.764	0	-116.125	0	101
 11	3	129	69511	6475349	120	2509	0	-112.764	0	-116.125	0	101
 # deme_count	iteration	total_steps	total_evals	microseconds	new_instances	num_instances	has_improved	best_weighted_score	delta_weighted	best_raw	delta_raw	complexity
 12	1	130	69512	34689	1	1	1	-112.764	3.40282e+38	-116.125	3.40282e+38	101
 12	2	131	71052	56613384	1540	1541	0	-112.764	0	-116.125	0	101
 12	3	132	71172	5074402	120	1661	0	-112.764	0	-116.125	0	101
 # deme_count	iteration	total_steps	total_evals	microseconds	new_instances	num_instances	has_improved	best_weighted_score	delta_weighted	best_raw	delta_raw	complexity
 13	1	133	71173	34693	1	1	1	-112.764	3.40282e+38	-116.125	3.40282e+38	101
 13	2	134	73021	69142526	1848	1849	0	-112.764	0	-116.125	0	101
 13	3	135	73141	5323369	120	1969	0	-112.764	0	-116.125	0	101
 # deme_count	iteration	total_steps	total_evals	microseconds	new_instances	num_instances	has_improved	best_weighted_score	delta_weighted	best_raw	delta_raw	complexity
 14	1	136	73142	33847	1	1	1	-112.764	3.40282e+38	-116.125	3.40282e+38	101
 14	2	137	74682	55995755	1540	1541	0	-112.764	0	-116.125	0	101
 14	3	138	74802	4436774	120	1661	0	-112.764	0	-116.125	0	101
 # deme_count	iteration	total_steps	total_evals	microseconds	new_instances	num_instances	has_improved	best_weighted_score	delta_weighted	best_raw	delta_raw	complexity
 15	1	139	74803	42360	1	1	1	-112.764	3.40282e+38	-116.125	3.40282e+38	101
 15	2	140	76805	84540821	2002	2003	0	-112.764	0	-116.125	0	101
 15	3	141	76925	6100724	120	2123	0	-112.764	0	-116.125	0	101
 # deme_count	iteration	total_steps	total_evals	microseconds	new_instances	num_instances	has_improved	best_weighted_score	delta_weighted	best_raw	delta_raw	complexity
 16	1	142	76926	36918	1	1	1	-113.868	3.40282e+38	-116.688	3.40282e+38	104
 16	2	143	78622	64292903	1696	1697	1	-113.035	0.833336	-116.188	0.5	102
 16	3	144	78742	5164689	120	1817	1	-112.479	0.555557	-115.188	1	103
 16	4	145	78862	6049265	120	1937	0	-112.326	0.152779	-115.562	-0.375	101
 16	5	146	80000	65251970	1138	3075	0	-112.194	0.131943	-114.25	1.3125	105
 16	6	147	80120	6310902	120	3195	0	-112.083	0.111107	-113.25	1	108
