#
# nn27, the exhaustive neighborhood search variant, no simplexiing done, bzr rev 6666
#
# deme_count	iteration	total_steps	total_evals	microseconds	new_instances	num_instances	has_improved	best_weighted_score	delta_weighted	best_raw	delta_raw	complexity
 2	11	73	45867	101167431	3297	32902	1	-158.495	2.3611	-183.207	2.75	72
 2	12	74	49166	99795991	3299	36201	1	-156.384	2.11111	-180.207	3	73
 2	13	75	52467	103864784	3301	39502	1	-154.272	2.11111	-177.207	3	74
 2	14	76	55770	81874410	3303	42805	1	-152.696	1.57639	-174.895	2.3125	75
 2	15	77	59075	84441767	3305	46110	1	-151.488	1.20834	-172.77	2.125	77
 2	16	78	62382	88281999	3307	49417	1	-150.306	1.18207	-170.964	1.80554	78
 2	17	79	65691	89947265	3309	52726	1	-149.195	1.11111	-168.964	2	80
 2	18	80	69002	123571072	3311	56037	1	-148.181	1.01389	-167.089	1.875	82
 2	19	81	72315	132884276	3313	59350	1	-147.527	0.653564	-166.249	0.840286	82
 2	20	82	75630	130218694	3315	62665	1	-146.589	0.938263	-164.471	1.77777	84
 2	21	83	78947	132411849	3317	65982	1	-145.87	0.719147	-163.832	0.638901	83
 2	22	84	80000	40165771	1053	67035	1	-145.536	0.333344	-162.832	1	85
