#
# The nn29 variant, with exhaustive nn search for small nn's.
#
# deme_count	iteration	total_steps	total_evals	microseconds	new_instances	num_instances	has_improved	best_weighted_score	delta_weighted	best_raw	delta_raw	complexity
 1	42	42	7999	1946247	232	7999	1	-215.41	0.555542	-263.812	1	46
 1	43	43	8233	2024132	234	8233	1	-215.076	0.333344	-262.812	1	48
 1	44	44	8469	2126213	236	8469	1	-214.743	0.333328	-261.812	1	50
 1	45	45	8707	2217092	238	8707	1	-211.854	2.88889	-257.812	4	51
 1	46	46	8946	2231924	239	8946	1	-209.965	1.8889	-254.812	3	53
 1	47	47	9187	2318551	241	9187	1	-209.021	0.944443	-253.312	1.5	54
 1	48	48	9430	2351204	243	9430	1	-208.076	0.944443	-251.812	1.5	55
 1	49	49	9674	2379638	244	9674	1	-207.326	0.75	-250.562	1.25	56
 1	50	50	9920	2453608	246	9920	1	-206.771	0.555557	-249.562	1	57
 1	51	51	10167	2500974	247	10167	1	-206.438	0.333328	-248.562	1	59
 1	52	52	10416	2641712	249	10416	1	-206.125	0.3125	-247.875	0.6875	60
 1	53	53	10667	2704440	251	10667	1	-205.931	0.194443	-247.625	0.25	60
 1	54	54	10919	2693387	252	10919	1	-205.736	0.194443	-247.375	0.25	60
 1	55	55	11172	2662408	253	11172	1	-205.634	0.101868	-246.958	0.416672	61
 1	56	56	11426	2681097	254	11426	1	-205.586	0.0486145	-246.896	0.0625	61
 1	57	57	11681	2687235	255	11681	1	-205.537	0.0485992	-246.833	0.0625	61
 1	58	58	11937	2748121	256	11937	1	-205.525	0.0121613	-246.818	0.015625	61
 1	59	59	12194	2758572	257	12194	1	-205.513	0.012146	-246.802	0.015625	61
 1	60	60	12452	2768949	258	12452	1	-205.51	0.0030365	-246.798	0.00390625	61
 # deme_count	iteration	total_steps	total_evals	microseconds	new_instances	num_instances	has_improved	best_weighted_score	delta_weighted	best_raw	delta_raw	complexity
 2	1	61	12453	16530	1	1	1	-205.525	3.40282e+38	-246.818	3.40282e+38	61
 2	2	62	15735	67873827	3282	3283	1	-199.525	6	-238.818	8	62
 2	3	63	15855	2755216	120	3403	1	-189.796	9.72838	-224.595	14.2222	68
 2	4	64	15975	3225934	120	3523	1	-184.067	5.72917	-216.658	7.9375	70
 2	5	65	16095	3277437	120	3643	1	-180.401	3.66666	-211.658	5	71
 2	6	66	16215	3348824	120	3763	0	-180.401	0	-211.658	0	71
 2	7	67	19509	98974666	3294	7057	1	-175.498	4.90279	-204.783	6.875	73
 2	8	68	19629	3573924	120	7177	1	-172.081	3.41666	-199.533	5.25	76
 2	9	69	19749	3666400	120	7297	1	-169.192	2.8889	-195.533	4	77
 2	10	70	19869	3593921	120	7417	1	-167.081	2.1111	-192.533	3	78
 2	11	71	19989	3355089	120	7537	1	-164.97	2.11111	-189.533	3	79
 2	12	72	20109	3144784	120	7657	1	-163.373	1.59723	-186.908	2.625	81
 2	13	73	20229	3659975	120	7777	1	-162.299	1.07408	-185.241	1.66667	82
 2	14	74	20349	3997429	120	7897	1	-161.743	0.555557	-184.241	1	83
 2	15	75	20469	3989816	120	8017	1	-161.188	0.555557	-183.241	1	84
 2	16	76	20589	4145079	120	8137	1	-161.049	0.138885	-182.491	0.75	86
 2	17	77	20709	4172378	120	8257	0	-161.049	0	-182.491	0	86
 2	18	78	24022	128242670	3313	11570	1	-155.049	6	-174.491	8	87
 2	19	79	24142	4215108	120	11690	1	-152.938	2.11111	-171.491	3	88
 2	20	80	24262	4287123	120	11810	1	-151.167	1.77083	-168.929	2.5625	89
 2	21	81	24382	3864725	120	11930	1	-149.667	1.5	-166.429	2.5	91
 2	22	82	24502	3207165	120	12050	1	-148.473	1.19365	-164.894	1.53471	91
 2	23	83	24622	3373895	120	12170	0	-148.473	0	-164.894	0	91
 2	24	84	27944	101773359	3322	15492	1	-147.14	1.33334	-162.894	2	92
 2	25	85	28064	3650504	120	15612	1	-145.807	1.33333	-160.894	2	93
 2	26	86	28184	3633355	120	15732	1	-144.473	1.33333	-158.894	2	94
 2	27	87	28304	3983753	120	15852	0	-144.473	0	-158.894	0	94
 2	28	88	31632	112431945	3328	19180	1	-143.291	1.18211	-157.089	1.80556	95
 2	29	89	31752	4125531	120	19300	1	-142.347	0.944443	-155.589	1.5	96
 2	30	90	31872	3976839	120	19420	1	-141.408	0.938278	-153.811	1.77779	98
 2	31	91	31992	3934034	120	19540	1	-140.686	0.722229	-152.311	1.5	100
 2	32	92	32112	3912107	120	19660	1	-140.043	0.643494	-151.769	0.541656	99
 2	33	93	32232	3895946	120	19780	1	-139.487	0.555557	-150.769	1	100
 2	34	94	32352	3924134	120	19900	1	-138.932	0.555557	-149.769	1	101
 2	35	95	32472	4036157	120	20020	1	-138.376	0.555557	-148.769	1	102
 2	36	96	32592	4114686	120	20140	1	-137.82	0.555557	-147.769	1	103
 2	37	97	32712	4107993	120	20260	1	-137.265	0.555557	-146.769	1	104
 2	38	98	32832	4012284	120	20380	1	-136.904	0.361115	-146.019	0.75	105
 2	39	99	32952	4111858	120	20500	0	-136.904	0	-146.019	0	105
 2	40	100	36302	121458996	3350	23850	1	-135.182	1.72221	-143.519	2.5	106
 2	41	101	36422	4257227	120	23970	1	-133.654	1.52779	-141.269	2.25	107
 2	42	102	36542	4415828	120	24090	1	-132.283	1.37038	-138.936	2.33334	109
 2	43	103	36662	4477531	120	24210	1	-130.95	1.33334	-136.936	2	110
 2	44	104	36782	4496098	120	24330	1	-129.617	1.33333	-134.936	2	111
 2	45	105	36902	5271391	120	24450	1	-129.061	0.555557	-133.936	1	112
 2	46	106	37022	5242328	120	24570	0	-129.061	0	-133.936	0	112
 2	47	107	40384	146030032	3362	27932	1	-128.506	0.555557	-132.936	1	113
 2	48	108	40504	5097142	120	28052	1	-128.172	0.333328	-131.936	1	115
 2	49	109	40624	6339957	120	28172	1	-127.839	0.333336	-130.936	1	117
 2	50	110	40744	6976769	120	28292	1	-127.506	0.333336	-129.936	1	119
 2	51	111	40864	7073899	120	28412	1	-127.172	0.333328	-128.936	1	121
 2	52	112	40984	7279753	120	28532	0	-127.172	0	-128.936	0	121
 2	53	113	44356	221671709	3372	31904	1	-126.617	0.555557	-127.936	1	122
 2	54	114	44476	7778547	120	32024	1	-126.391	0.226074	-127.359	0.576385	123
 2	55	115	44596	7752273	120	32144	1	-126.175	0.215279	-126.797	0.5625	124
 2	56	116	44716	8036052	120	32264	1	-126.052	0.123451	-126.352	0.444443	125
 2	57	117	44836	8076462	120	32384	1	-125.945	0.107262	-125.929	0.423615	126
 2	58	118	44956	7995173	120	32504	0	-125.945	0	-125.929	0	126
 2	59	119	48337	219675520	3381	35885	1	-125.584	0.361107	-125.179	0.75	127
 2	60	120	48457	7625005	120	36005	1	-125.389	0.19445	-124.929	0.25	127
 2	61	121	48577	7542306	120	36125	0	-125.389	0	-124.929	0	127
 2	62	122	51960	291428428	3383	39508	1	-125.34	0.0486069	-124.866	0.0625	127
 2	63	123	52080	11558188	120	39628	0	-125.34	0	-124.866	0	127
 2	64	124	55464	314315770	3384	43012	1	-125.328	0.0121536	-124.851	0.015625	127
 2	65	125	55584	10654387	120	43132	0	-125.328	0	-124.851	0	127
 2	66	126	58969	283166917	3385	46517	1	-125.325	0.0030365	-124.847	0.00390625	127
 2	67	127	59089	9699775	120	46637	0	-125.325	0	-124.847	0	127
 # deme_count	iteration	total_steps	total_evals	microseconds	new_instances	num_instances	has_improved	best_weighted_score	delta_weighted	best_raw	delta_raw	complexity
 3	1	128	59090	87149	1	1	1	-125.611	3.40282e+38	-124.929	3.40282e+38	128
 3	2	129	67514	898053844	8424	8425	1	-124.485	1.12673	-123.194	1.73438	129
 3	3	130	67634	13041925	120	8545	1	-124.262	0.222221	-123.194	0	128
 3	4	131	67754	11677997	120	8665	1	-124.096	0.166672	-122.694	0.5	129
 3	5	132	67874	12038363	120	8785	1	-123.95	0.145828	-122.507	0.1875	129
 3	6	133	67994	11416011	120	8905	1	-123.901	0.0486145	-122.444	0.0625	129
 3	7	134	68114	11918126	120	9025	0	-123.901	0	-122.444	0	129
 3	8	135	76548	892775398	8434	17459	1	-123.728	0.173607	-122.507	-0.0625	128
 3	9	136	76668	12188188	120	17579	1	-123.707	0.0208359	-122.194	0.3125	129
 3	10	137	76788	11334992	120	17699	0	-123.707	0	-122.194	0	129
 3	11	138	80000	311090654	3212	20911	1	-123.615	0.0918274	-122.076	0.118057	129
