#
# nn16 data set -- 1+2+3 with rescan but no last go-around.   -r0
#
# deme_count	iteration	total_steps	total_evals	microseconds	new_instances	num_instances	has_improved	best_weighted_score	delta_weighted	best_raw	delta_raw	complexity
 1	42	42	5287	935008	120	5287	1	-266.694	2.55554	-333.75	3	32
 1	43	43	5407	923772	120	5407	1	-265.167	1.5278	-331.5	2.25	33
 1	44	44	5527	934779	120	5527	1	-264.611	0.555542	-330.5	1	34
 1	45	45	5647	962870	120	5647	1	-264.444	0.166656	-330	0.5	35
 1	46	46	5767	979402	120	5767	0	-264.444	0	-330	0	35
 1	47	47	5998	2129034	231	5998	1	-262.889	1.55557	-328	2	35
 1	48	48	6118	1049825	120	6118	1	-260.389	2.5	-324.5	3.5	36
 1	49	49	6238	1037609	120	6238	1	-259.25	1.13889	-322.75	1.75	37
 1	50	50	6358	1028440	120	6358	1	-258.694	0.555542	-321.75	1	38
 1	51	51	6478	1038898	120	6478	1	-258.333	0.361115	-321	0.75	39
 1	52	52	6598	1051182	120	6598	0	-258.333	0	-321	0	39
 1	53	53	6835	2379017	237	6835	1	-257.049	1.28473	-319.062	1.9375	40
 1	54	54	6955	1209987	120	6955	1	-256.153	0.895844	-317.625	1.4375	41
 1	55	55	7075	1184695	120	7075	1	-254.819	1.33333	-315.625	2	42
 1	56	56	7195	1091193	120	7195	1	-254.41	0.409714	-314.812	0.8125	43
 1	57	57	7315	1088136	120	7315	0	-254.41	0	-314.812	0	43
 1	58	58	7559	2621558	244	7559	1	-253.049	1.36111	-313.062	1.75	43
 1	59	59	7679	1194313	120	7679	1	-252.66	0.388885	-312.562	0.5	43
 1	60	60	7799	1167513	120	7799	1	-251.943	0.717026	-311.641	0.921875	43
 1	61	61	7919	1141013	120	7919	1	-251.748	0.194443	-311.391	0.25	43
 1	62	62	8039	1147828	120	8039	0	-251.748	0	-311.391	0	43
 1	63	63	8287	2699678	248	8287	1	-250.707	1.04166	-309.766	1.625	44
 1	64	64	8407	1216519	120	8407	1	-250.561	0.145844	-309.578	0.1875	44
 1	65	65	8527	1151236	120	8527	0	-250.561	0	-309.578	0	44
 1	66	66	8775	2705131	248	8775	0	-250.561	0	-309.578	0	44
 2	1	67	8776	16160	1	1	1	-250.561	3.40282e+38	-309.578	3.40282e+38	44
 2	2	68	11978	60131162	3202	3203	1	-245.561	5	-302.578	7	46
 2	3	69	12098	2339734	120	3323	1	-233.45	12.1111	-285.578	17	51
 2	4	70	12218	2330939	120	3443	1	-219.976	13.474	-267.969	17.6094	52
 2	5	71	12338	2391539	120	3563	1	-214.976	5	-260.969	7	54
 2	6	72	12458	2782583	120	3683	1	-209.198	5.77777	-252.969	8	56
 2	7	73	12578	2997506	120	3803	1	-208.253	0.944443	-251.469	1.5	57
 2	8	74	12698	2613020	120	3923	1	-208.142	0.111115	-250.469	1	60
 2	9	75	12818	2458554	120	4043	0	-208.142	0	-250.469	0	60
 2	10	76	16036	72188863	3218	7261	1	-187.365	20.7778	-223.469	27	61
 2	11	77	16156	2644871	120	7381	1	-175.531	11.8333	-207.969	15.5	62
 2	12	78	16276	2585407	120	7501	1	-169.198	6.33333	-198.969	9	65
 2	13	79	16396	2660539	120	7621	1	-166.142	3.05556	-194.469	4.5	67
 2	14	80	16516	2715818	120	7741	1	-163.476	2.66667	-190.469	4	69
 2	15	81	16636	2665226	120	7861	0	-163.476	0	-190.469	0	69
 2	16	82	19864	75248136	3228	11089	1	-159.587	3.88889	-185.469	5	69
 2	17	83	19984	2581966	120	11209	1	-156.142	3.44444	-180.469	5	71
 2	18	84	20104	2599578	120	11329	1	-153.253	2.88889	-176.469	4	72
 2	19	85	20224	2656747	120	11449	1	-150.365	2.8889	-172.469	4	73
 2	20	86	20344	2659035	120	11569	1	-147.809	2.55556	-169.469	3	72
 2	21	87	20464	2697455	120	11689	1	-145.531	2.27777	-165.969	3.5	74
 2	22	88	20584	2636644	120	11809	1	-143.642	1.88889	-162.969	3	76
 2	23	89	20704	2780721	120	11929	1	-141.899	1.74306	-160.156	2.8125	78
 2	24	90	20824	2827304	120	12049	1	-140.177	1.72223	-157.656	2.5	79
 2	25	91	20944	2827593	120	12169	1	-138.455	1.72221	-155.156	2.5	80
 2	26	92	21064	2898313	120	12289	1	-137.365	1.09029	-153.469	1.6875	81
 2	27	93	21184	2953695	120	12409	1	-136.809	0.555557	-152.469	1	82
 2	28	94	21304	3069031	120	12529	1	-136.642	0.166656	-151.969	0.5	83
 2	29	95	21424	3088589	120	12649	1	-136.476	0.166672	-151.469	0.5	84
 2	30	96	21544	3161718	120	12769	0	-136.476	0	-151.469	0	84
 2	31	97	24799	91675297	3255	16024	1	-133.587	2.88889	-147.469	4	85
 2	32	98	24919	3313704	120	16144	1	-132.087	1.5	-144.969	2.5	87
 2	33	99	25039	3376066	120	16264	1	-130.927	1.15973	-142.906	2.0625	89
 2	34	100	25159	3418378	120	16384	1	-129.816	1.1111	-140.906	2	91
 2	35	101	25279	3495374	120	16504	1	-128.705	1.11111	-138.906	2	93
 2	36	102	25399	3531229	120	16624	0	-128.705	0	-138.906	0	93
 2	37	103	28664	101642544	3265	19889	1	-127.372	1.33334	-136.906	2	94
 2	38	104	28784	3659467	120	20009	1	-124.927	2.44444	-132.906	4	97
 2	39	105	28904	3711771	120	20129	1	-123.594	1.33334	-130.906	2	98
 2	40	106	29024	3755682	120	20249	1	-122.528	1.06597	-129.25	1.65625	99
 2	41	107	29144	3800009	120	20369	1	-121.944	0.583336	-128.5	0.75	99
 2	42	108	29264	3812832	120	20489	1	-121.368	0.576385	-127.188	1.3125	101
 2	43	109	29384	3888503	120	20609	1	-120.812	0.555557	-126.188	1	102
 2	44	110	29504	3899463	120	20729	1	-120.479	0.333336	-125.188	1	104
 2	45	111	29624	3859058	120	20849	1	-120.146	0.333328	-124.188	1	106
 2	46	112	29744	3891891	120	20969	0	-120.146	0	-124.188	0	106
 2	47	113	33026	114992019	3282	24251	1	-119.698	0.448296	-123.611	0.576385	106
 2	48	114	33146	4071001	120	24371	1	-119.336	0.361115	-122.861	0.75	107
 2	49	115	33266	4115275	120	24491	1	-119.036	0.300346	-122.189	0.671875	108
 2	50	116	33386	4180710	120	24611	1	-118.708	0.327637	-121.197	0.992668	110
 2	51	117	33506	4161880	120	24731	1	-118.407	0.301582	-120.523	0.67347	111
 2	52	118	33626	4309509	120	24851	1	-118.135	0.27182	-120.174	0.349487	111
 2	53	119	33746	4327156	120	24971	1	-117.677	0.458336	-119.299	0.875	112
 2	54	120	33866	4394369	120	25091	1	-117.417	0.259262	-118.965	0.333336	112
 2	55	121	33986	4386614	120	25211	1	-117.236	0.180954	-118.733	0.232643	112
 2	56	122	34106	4350066	120	25331	1	-116.959	0.277382	-118.09	0.642357	113
 2	57	123	34226	4474858	120	25451	1	-116.792	0.166664	-117.59	0.5	114
 2	58	124	34346	4553252	120	25571	1	-116.681	0.111115	-116.59	1	117
 2	59	125	34466	4588426	120	25691	0	-116.681	0	-116.59	0	117
 2	60	126	37771	137541776	3305	28996	1	-114.505	2.1767	-113.792	2.79861	117
 2	61	127	37891	4688357	120	29116	1	-113.727	0.777779	-112.792	1	117
 2	62	128	38011	4955837	120	29236	1	-113.005	0.722221	-111.292	1.5	119
 2	63	129	38131	4932219	120	29356	1	-112.741	0.263435	-110.667	0.62442	120
 2	64	130	38251	4715674	120	29476	1	-112.572	0.168884	-110.45	0.217133	120
 2	65	131	38371	4690178	120	29596	1	-112.406	0.166664	-109.95	0.5	121
 2	66	132	38491	4981265	120	29716	1	-112.341	0.0648041	-109.867	0.0833282	121
 2	67	133	38611	5016623	120	29836	1	-112.282	0.0586472	-109.506	0.361115	122
 2	68	134	38731	4740244	120	29956	0	-112.282	0	-109.506	0	122
 2	69	135	42047	135527324	3316	33272	1	-112.088	0.19445	-109.256	0.25	122
 2	70	136	42167	4728045	120	33392	1	-111.921	0.166664	-108.756	0.5	123
 2	71	137	42287	4524141	120	33512	1	-111.785	0.135796	-108.867	-0.111115	122
 2	72	138	42407	4697865	120	33632	1	-111.709	0.0763855	-109.054	-0.1875	121
 2	73	139	42527	4602389	120	33752	1	-111.693	0.0162125	-109.033	0.0208359	121
 2	74	140	42647	4818780	120	33872	0	-111.693	0	-109.033	0	121
 2	75	141	45961	141275363	3314	37186	1	-111.609	0.083992	-108.925	0.107986	121
 2	76	142	46081	4627385	120	37306	1	-111.56	0.0486069	-108.863	0.0625	121
 2	77	143	46201	4502310	120	37426	0	-111.56	0	-108.863	0	121
 2	78	144	49517	135081722	3316	40742	1	-111.532	0.0277786	-109.113	-0.25	120
 2	79	145	49637	4562185	120	40862	1	-111.52	0.0121536	-109.097	0.015625	120
 2	80	146	49757	4539130	120	40982	0	-111.52	0	-109.097	0	120
 2	81	147	53073	133883045	3316	44298	1	-111.517	0.0030365	-109.093	0.00390625	120
 2	82	148	53193	4757450	120	44418	0	-111.517	0	-109.093	0	120
 2	83	149	56508	134457505	3315	47733	0	-111.517	0	-109.093	0	120
 3	1	150	56509	54597	1	1	1	-111.592	3.40282e+38	-108.904	3.40282e+38	121
 3	2	151	63231	453010569	6722	6723	1	-110.481	1.11111	-106.904	2	123
 3	3	152	63351	10653000	120	6843	1	-110.189	0.291664	-106.529	0.375	123
 3	4	153	63471	10128875	120	6963	1	-110.049	0.140457	-106.349	0.18058	123
 3	5	154	63591	9527367	120	7083	0	-110.049	0	-106.349	0	123
 3	6	155	70319	626695195	6728	13811	1	-109.493	0.555557	-105.349	1	124
 3	7	156	70439	10396160	120	13931	1	-109.299	0.194443	-105.099	0.25	124
 3	8	157	70559	10054943	120	14051	1	-109.222	0.0763931	-105.286	-0.1875	123
 3	9	158	70679	9680675	120	14171	1	-109.217	0.00537109	-105.279	0.00691986	123
 3	10	159	70799	9652693	120	14291	0	-109.217	0	-105.279	0	123
 3	11	160	77535	577133282	6736	21027	1	-108.731	0.486115	-104.654	0.625	123
 3	12	161	77655	9935285	120	21147	1	-108.556	0.175247	-104.429	0.225311	123
 3	13	162	77775	9661051	120	21267	1	-108.537	0.0191956	-104.404	0.0246887	123
 3	14	163	77895	10125558	120	21387	1	-108.318	0.218704	-104.409	-0.00453186	122
 3	15	164	78015	9248859	120	21507	0	-108.318	0	-104.409	0	122
 3	16	165	80000	161246536	1985	23492	0	-108.318	0	-104.409	0	122
